,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점
963,과자산책,4.2,마포구, 서울특별시 마포구 포은로 78 2F,카페/디저트, 만원 미만,2022-01-10,맛있다,20.0,17.0,3.0,0.0,3.5700000000000003
965,이코이,4.4,도봉구, 서울특별시 도봉구 도봉로112길 20,일식, 만원-2만원,2022-05-29,맛있다,37.0,32.0,4.0,1.0,3.5675675675675675
966,패멩베이커리,4.3,도봉구, 서울특별시 도봉구 도봉로116길 4,카페/디저트, 만원 미만,2022-04-18,맛있다,7.0,7.0,0.0,0.0,4.3
967,스마일닭강정,4.3,도봉구, 서울특별시 도봉구 도봉로110아길 7 1F,한식, 만원 미만,2022-03-19,맛있다,7.0,7.0,0.0,0.0,4.3
968,코노하카레,4.2,도봉구, 서울특별시 도봉구 우이천로20길 7 103동상가 1F,일식, 만원-2만원,2022-02-07,맛있다,38.0,32.0,6.0,0.0,3.5368421052631582
969,버거브라더,4.2,도봉구, 서울특별시 도봉구 마들로 657 1F,양식, 만원 미만,2022-06-30,맛있다,8.0,7.0,1.0,0.0,3.6750000000000003
974,홍방원,4.1,도봉구, 서울특별시 도봉구 도봉로169나길 47,중식, 만원 미만,2022-07-07,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995
978,쌍문동커피,4.0,도봉구, 서울특별시 도봉구 도봉로116길 5,카페/디저트, 만원 미만,2021-11-19,맛있다,17.0,16.0,1.0,0.0,3.764705882352941
1041,묵은지사랑,4.4,도봉구, 서울특별시 도봉구 도봉로164길 38,한식, 만원-2만원,2020-07-03,맛있다,8.0,8.0,0.0,0.0,4.4
1081,곳간,4.6,도봉구, 서울특별시 도봉구 도봉로154길 35 1F,일식, 만원 미만,2021-03-02,맛있다,3.0,3.0,0.0,0.0,4.6
1121,마이요거트서울,4.7,도봉구, 서울특별시 도봉구 도봉로114길 60-5,카페/디저트, 만원 미만,2021-07-13,맛있다,1.0,1.0,0.0,0.0,4.7
1156,스시하쿠야,4.3,노원구, 서울특별시 노원구 노원로 470 2F,일식, 4만원 이상,2022-08-05,맛있다,8.0,8.0,0.0,0.0,4.3
1157,노원목고기집,4.3,노원구, 서울특별시 노원구 상계로 96,한식, 만원-2만원,2022-01-24,맛있다,32.0,31.0,1.0,0.0,4.1656249999999995
1158,경성초밥,4.3,노원구, 서울특별시 노원구 공릉로 119-5,일식, 만원-2만원,2022-07-08,맛있다,19.0,17.0,2.0,0.0,3.8473684210526313
1159,당혹,4.3,노원구, 서울특별시 노원구 동일로217가길 17 104호,카페/디저트, 만원 미만,2022-04-14,맛있다,11.0,10.0,1.0,0.0,3.909090909090909
1160,땅코참숯구이,4.2,노원구, 서울특별시 노원구 노해로85길 15-5,한식, 만원-2만원,2022-07-17,맛있다,17.0,15.0,2.0,0.0,3.7058823529411766
1178,이너모스트,3.9,노원구, 서울특별시 노원구 동일로183길 12-14,카페/디저트, 만원 미만,2022-01-03,맛있다,18.0,17.0,1.0,0.0,3.683333333333333
1355,우리콩순두부,4.3,강북구, 서울특별시 강북구 삼양로173길 46,한식,0,2022-06-18,맛있다,4.0,4.0,0.0,0.0,4.3
1357,엘림들깨수제비칼국수,4.2,강북구, 서울특별시 강북구 삼각산로 67,한식, 만원 미만,2022-06-11,맛있다,64.0,57.0,6.0,1.0,3.609375
1358,다정도병인양,4.2,강북구, 서울특별시 강북구 4.19로 41-1 2F,카페/디저트, 만원 미만,2022-06-29,맛있다,7.0,7.0,0.0,0.0,4.2
1359,장수마늘보쌈,4.2,강북구, 서울특별시 강북구 덕릉로 192,한식, 만원-2만원,2022-06-11,맛있다,22.0,20.0,2.0,0.0,3.8181818181818183
1519,토방청국장,4.5,강북구, 서울특별시 강북구 삼각산로 63,한식, 만원 미만,2021-11-28,맛있다,5.0,4.0,1.0,0.0,3.6
1555,소야일식,4.3,은평구, 서울특별시 은평구 불광로14길 4 더클래스 1F,일식, 4만원 이상,2022-02-17,괜찮다,7.0,6.0,1.0,0.0,3.6857142857142855
1557,넙딱집,4.3,은평구, 서울특별시 은평구 진흥로 124 1F,한식, 만원-2만원,2022-05-08,맛있다,7.0,7.0,0.0,0.0,4.3
1558,필구커피,4.3,은평구, 서울특별시 은평구 불광천길 442-29 1F,카페/디저트, 만원 미만,2022-04-10,맛있다,8.0,8.0,0.0,0.0,4.3
1559,중국음식점 / 中国小吃,4.3,은평구, 서울특별시 은평구 통일로80길 10 B1,중식, 만원-2만원,2022-04-25,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855
1560,참새식당 스즈메,4.2,은평구, 서울특별시 은평구 연서로29길 22-44 1F 102호,주점, 만원-2만원,2022-08-07,맛있다,14.0,14.0,0.0,0.0,4.2
1562,YM에스프레소룸,4.2,은평구, 서울특별시 은평구 진관3로 43-9 래미안아파트상가 909동 101-102호,카페/디저트, 만원 미만,6 일 전,맛있다,12.0,10.0,2.0,0.0,3.5
1564,금원함흥냉면,4.2,은평구, 서울특별시 은평구 역말로 53 1F,한식, 만원 미만,2022-06-30,맛있다,7.0,7.0,0.0,0.0,4.2
1565,티그레서울,4.2,은평구, 서울특별시 은평구 연서로29길 34 1F,카페/디저트, 만원 미만,2022-08-07,맛있다,4.0,4.0,0.0,0.0,4.2
1571,flot,4.0,은평구, 서울특별시 은평구 서오릉로 20-1,카페/디저트, 만원 미만,2022-05-27,맛있다,9.0,8.0,1.0,0.0,3.5555555555555554
1572,포옹싸,4.0,은평구, 서울특별시 은평구 통일로 1022 신한헤스티아 2차 115호,다국적음식, 만원 미만,2022-08-06,맛있다,13.0,12.0,1.0,0.0,3.6923076923076925
1746,만가타,4.8,종로구, 서울특별시 종로구 삼청로2길 40-5,다국적음식, 4만원 이상,2022-07-31,맛있다,50.0,41.0,7.0,2.0,3.5519999999999996
1747,호반,4.8,종로구, 서울특별시 종로구 삼일대로26길 20,한식, 2만원-3만원,2022-07-23,맛있다,72.0,67.0,3.0,2.0,4.199999999999999
1748,부촌육회,4.7,종로구, 서울특별시 종로구 종로 200-12,한식, 만원-2만원,3 일 전,맛있다,186.0,160.0,21.0,5.0,3.790322580645161
1749,오레노라멘,4.7,종로구, 서울특별시 종로구 율곡로 49-4 1F,일식, 만원 미만,6 일 전,맛있다,91.0,78.0,10.0,3.0,3.718681318681319
1750,BAR CHAM,4.7,종로구, 서울특별시 종로구 자하문로7길 34,주점, 2만원-3만원,2022-08-03,맛있다,36.0,35.0,1.0,0.0,4.569444444444445
1751,일월카츠,4.7,종로구, 서울특별시 종로구 계동길 17 1F,일식, 만원-2만원,2022-07-25,맛있다,14.0,14.0,0.0,0.0,4.7
1754,파네트크루아상팩토리,4.6,종로구, 서울특별시 종로구 사직로8길 24 경희궁의아침 1F,카페/디저트, 만원 미만,2022-07-02,맛있다,119.0,106.0,12.0,1.0,4.020168067226891
1755,폴앤폴리나,4.6,종로구, 서울특별시 종로구 사직로8길 42 1F,카페/디저트, 만원 미만,1 일 전,맛있다,162.0,149.0,12.0,1.0,4.174074074074074
1756,물랑,4.6,종로구, 서울특별시 종로구 자하문로16길 8 1F,다국적음식, 4만원 이상,2022-05-26,맛있다,31.0,26.0,5.0,0.0,3.858064516129032
1758,갈로팡,4.6,종로구, 서울특별시 종로구 북촌로4길 16 2F,다국적음식, 4만원 이상,2022-02-26,맛있다,11.0,10.0,1.0,0.0,4.181818181818182
1759,수도원,4.6,종로구, 서울특별시 종로구 동숭3길 16 B1,주점, 만원-2만원,2022-08-05,맛있다,57.0,46.0,11.0,0.0,3.712280701754386
1760,우육면관,4.6,종로구, 서울특별시 종로구 종로7길 29-14,중식, 만원 미만,2022-07-25,맛있다,28.0,23.0,5.0,0.0,3.7785714285714285
1761,혜화도담,4.6,종로구, 서울특별시 종로구 대명1길 16-6,한식, 만원 미만,6 일 전,맛있다,30.0,27.0,2.0,1.0,3.833333333333333
1767,부빙,4.5,종로구, 서울특별시 종로구 창의문로 136,카페/디저트, 만원 미만,2022-07-20,맛있다,84.0,72.0,9.0,3.0,3.5357142857142856
1768,김진목삼,4.5,종로구, 서울특별시 종로구 자하문로1길 51,한식, 만원-2만원,2022-08-07,맛있다,102.0,88.0,10.0,4.0,3.5294117647058822
1770,논데,4.5,종로구, 서울특별시 종로구 종로18길 37 하이뷰디아트 2F,일식, 3만원-4만원,2022-07-26,맛있다,15.0,14.0,1.0,0.0,4.2
1773,아키비스트,4.5,종로구, 서울특별시 종로구 효자로13길 52 1F,카페/디저트, 만원 미만,2022-08-02,맛있다,47.0,40.0,7.0,0.0,3.8297872340425534
1774,모던샤브하우스,4.5,종로구, 서울특별시 종로구 종로3길 17 D타워 리플레이스 광화문 5F,한식, 4만원 이상,2022-08-02,맛있다,23.0,22.0,1.0,0.0,4.304347826086956
1779,독도16도,4.4,종로구, 서울특별시 종로구 자하문로33길 10 1F,주점, 만원-2만원,2022-08-09,괜찮다,15.0,14.0,1.0,0.0,4.106666666666667
1780,도취,4.4,종로구, 서울특별시 종로구 옥인길 23-6 누상빌라 B1,한식, 2만원-3만원,2022-06-28,맛있다,51.0,45.0,5.0,1.0,3.709803921568628
1783,차차 티클럽,4.4,종로구, 서울특별시 종로구 종로46가길 13,카페/디저트, 만원 미만,2022-05-30,맛있다,19.0,17.0,2.0,0.0,3.9368421052631586
1784,누룩나무,4.4,종로구, 서울특별시 종로구 인사동16길 13,주점, 만원-2만원,2022-07-25,맛있다,27.0,24.0,3.0,0.0,3.9111111111111114
1785,학술적연구소,4.4,종로구, 서울특별시 종로구 보문로1길 7-4 1F,주점, 만원-2만원,2022-02-27,맛있다,30.0,28.0,2.0,0.0,4.106666666666667
1786,부촌육회,4.4,종로구, 서울특별시 종로구 종로 200-4 1F,한식, 만원-2만원,2022-06-30,맛있다,30.0,26.0,4.0,0.0,3.8133333333333335
1787,덕후선생,4.4,종로구, 서울특별시 종로구 종로3길 17 D타워 리플레이스광화문 4F,중식, 만원-2만원,4 일 전,맛있다,18.0,15.0,3.0,0.0,3.6666666666666665
1788,비텔로소띠,4.4,종로구, 서울특별시 종로구 자하문로 38,양식, 만원 미만,2022-04-21,맛있다,14.0,13.0,1.0,0.0,4.085714285714286
1789,커피원,4.4,종로구, 서울특별시 종로구 새문안로3길 12 신문로빌딩,카페/디저트, 만원 미만,2022-07-20,맛있다,10.0,9.0,1.0,0.0,3.96
1790,밀림,4.4,종로구, 서울특별시 종로구 창신6나길 17-6,다국적음식, 만원-2만원,2022-07-28,맛있다,5.0,5.0,0.0,0.0,4.4
1805,안주마을,4.3,종로구, 서울특별시 종로구 자하문로1길 5,주점, 만원-2만원,2022-06-28,맛있다,51.0,44.0,6.0,1.0,3.541176470588235
1821,오무사,4.3,종로구, 서울특별시 종로구 필운대로9길 1,주점, 만원-2만원,2021-10-07,맛있다,22.0,19.0,3.0,0.0,3.713636363636364
1823,뽐,4.3,종로구, 서울특별시 종로구 자하문로9길 15 서촌애벌레 건물 1F,주점, 만원-2만원,2022-08-07,맛있다,21.0,18.0,3.0,0.0,3.6857142857142855
1824,33마켓,4.3,종로구, 서울특별시 종로구 효자로 33 보안여관 신관 1F,카페/디저트, 만원 미만,2022-06-03,맛있다,24.0,22.0,2.0,0.0,3.9416666666666664
1825,라뜰리에 꼼때,4.3,종로구, 서울특별시 종로구 성균관로17길 53,다국적음식, 4만원 이상,2021-12-31,괜찮다,6.0,5.0,1.0,0.0,3.5833333333333335
1827,포항,4.3,종로구, 서울특별시 종로구 종로 309-3,다국적음식, 만원 미만,6 일 전,맛있다,10.0,9.0,1.0,0.0,3.8699999999999997
1829,델리노쉬,4.3,종로구, 서울특별시 종로구 자하문로 35-6 1F,양식, 만원 미만,2022-07-24,맛있다,11.0,10.0,1.0,0.0,3.909090909090909
1830,고트델리,4.3,종로구, 서울특별시 종로구 필운대로5가길 13 1F,양식, 만원 미만,2022-07-24,맛있다,17.0,16.0,1.0,0.0,4.047058823529412
1834,톤티커피,4.3,종로구, 서울특별시 종로구 북촌로 6-8,카페/디저트, 만원 미만,2022-06-27,맛있다,15.0,14.0,1.0,0.0,4.013333333333333
1835,김진목삼,4.3,종로구, 서울특별시 종로구 자하문로1가길 9,한식, 만원-2만원,2022-05-16,맛있다,20.0,17.0,3.0,0.0,3.655
1836,동묘마케트,4.3,종로구, 서울특별시 종로구 종로54길 17-10 1F,주점, 2만원-3만원,4 일 전,맛있다,8.0,7.0,1.0,0.0,3.7624999999999997
1838,금옥당,4.3,종로구, 서울특별시 종로구 인사동길 49,카페/디저트, 만원 미만,2022-06-29,맛있다,11.0,11.0,0.0,0.0,4.3
1841,병천유황오리,4.3,종로구, 서울특별시 종로구 삼봉로 68 신영빌딩,한식, 만원-2만원,2022-07-10,맛있다,22.0,18.0,4.0,0.0,3.5181818181818176
1843,버터풀앤크리멀러스 쁘띠,4.3,종로구, 서울특별시 종로구 종로3길 17 D타워 103호,카페/디저트, 만원 미만,2022-05-06,맛있다,10.0,9.0,1.0,0.0,3.8699999999999997
1844,발효카페 큔,4.3,종로구, 서울특별시 종로구 자하문로26길 17-2,카페/디저트, 만원 미만,2022-08-01,맛있다,9.0,8.0,1.0,0.0,3.822222222222222
1845,남대문막내횟집,4.3,종로구, 서울특별시 종로구 우정국로 4-1,기타, 만원-2만원,2022-04-11,맛있다,8.0,8.0,0.0,0.0,4.3
1846,홍어랑민어랑,4.3,종로구, 서울특별시 종로구 삼일대로28길 7,기타, 만원-2만원,2022-06-22,맛있다,4.0,4.0,0.0,0.0,4.3
1847,대하식당,4.3,종로구, 서울특별시 종로구 자하문로7길 27,한식, 만원-2만원,2022-02-09,맛있다,8.0,8.0,0.0,0.0,4.3
1849,호남집,4.3,종로구, 서울특별시 종로구 종로40가길 5,한식, 만원 미만,2022-04-01,맛있다,6.0,6.0,0.0,0.0,4.3
1850,전라도횟집,4.3,종로구, 서울특별시 종로구 창경궁로 88,기타, 2만원-3만원,2022-06-14,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855
1851,옐로베리,4.3,종로구, 서울특별시 종로구 우정국로2길 40,한식, 만원 미만,2022-06-02,맛있다,4.0,4.0,0.0,0.0,4.3
1870,오설록,4.2,종로구, 서울특별시 종로구 북촌로 45,카페/디저트, 만원 미만,3 일 전,괜찮다,18.0,16.0,2.0,0.0,3.7333333333333334
1876,퀴진라끌레,4.2,종로구, 서울특별시 종로구 자하문로7길 36,다국적음식, 2만원-3만원,2022-06-08,맛있다,19.0,16.0,3.0,0.0,3.5368421052631582
1880,세루리안,4.2,종로구, 서울특별시 종로구 인사동12길 17,카페/디저트, 만원 미만,2022-05-23,맛있다,23.0,20.0,3.0,0.0,3.652173913043478
1883,커피브론즈,4.2,종로구, 서울특별시 종로구 율곡로5길 20,카페/디저트, 만원 미만,2022-04-23,맛있다,12.0,10.0,2.0,0.0,3.5
1886,세이지핀치,4.2,종로구, 서울특별시 종로구 필운대로1길 8 1F,카페/디저트, 만원 미만,2022-06-18,맛있다,10.0,9.0,1.0,0.0,3.7800000000000002
1889,고메식당,4.2,종로구, 서울특별시 종로구 종로10길 14,한식, 만원-2만원,2022-07-10,맛있다,6.0,5.0,1.0,0.0,3.5
1891,북촌도담,4.2,종로구, 서울특별시 종로구 북촌로1길 9,한식, 만원 미만,2022-07-15,맛있다,10.0,9.0,1.0,0.0,3.7800000000000002
1892,안덕,4.2,종로구, 서울특별시 종로구 자하문로17길 18 1F,한식, 만원-2만원,2022-06-18,맛있다,6.0,5.0,1.0,0.0,3.5
1893,튀튀쿠키,4.2,종로구, 서울특별시 종로구 자하문로7길 69-1,카페/디저트, 만원 미만,2022-07-21,맛있다,5.0,5.0,0.0,0.0,4.2
1895,장수한방삼계탕,4.2,종로구, 서울특별시 종로구 새문안로5길 13 B1,한식, 만원-2만원,2022-02-28,맛있다,11.0,10.0,1.0,0.0,3.8181818181818183
1896,명란식당,4.2,종로구, 서울특별시 종로구 창의문로 140-1,일식, 만원 미만,2022-06-16,맛있다,10.0,9.0,1.0,0.0,3.7800000000000002
1897,노말사이클코페,4.2,종로구, 서울특별시 종로구 필운대로7길 6-8 3F,카페/디저트, 만원 미만,2022-07-28,맛있다,6.0,6.0,0.0,0.0,4.2
1900,네스트,4.2,종로구, 서울특별시 종로구 필운대로5길 11 1F,카페/디저트, 만원 미만,2022-07-27,맛있다,5.0,5.0,0.0,0.0,4.2
1902,통큰누이네 육회빈대떡,4.2,종로구, 서울특별시 종로구 동호로 403-24,한식, 만원-2만원,2022-04-13,맛있다,6.0,6.0,0.0,0.0,4.2
1903,오이지,4.2,종로구, 서울특별시 종로구 대학로9길 33,한식, 만원-2만원,2022-07-05,맛있다,6.0,5.0,1.0,0.0,3.5
1938,드엠,4.1,종로구, 서울특별시 종로구 동순라길 126-3 5F,카페/디저트, 만원 미만,2022-05-25,맛있다,17.0,15.0,2.0,0.0,3.617647058823529
1940,궤도,4.1,종로구, 서울특별시 종로구 필운대로 9-2 3F,카페/디저트, 만원 미만,2022-03-03,맛있다,14.0,12.0,2.0,0.0,3.514285714285714
1945,회현식당,4.8,중구, 서울특별시 중구 퇴계로2길 9-8,주점, 2만원-3만원,2022-08-08,괜찮다,41.0,36.0,5.0,0.0,4.214634146341463
1946,오제제,4.8,중구, 서울특별시 중구 세종대로 136 B3,일식, 만원-2만원,1 일 전,맛있다,39.0,35.0,4.0,0.0,4.3076923076923075
1947,시키카츠,4.8,중구, 서울특별시 중구 다산로42나길 14 1F,일식, 만원-2만원,2022-06-17,맛있다,34.0,29.0,5.0,0.0,4.094117647058823
1948,패스트리부티크,4.7,중구, 서울특별시 중구 동호로 249 서울신라호텔 1F,카페/디저트, 4만원 이상,2022-07-15,맛있다,97.0,83.0,14.0,0.0,4.021649484536082
1949,회현카페,4.7,중구, 서울특별시 중구 퇴계로2길 9-8 2F,일식, 2만원-3만원,2022-05-26,괜찮다,21.0,18.0,3.0,0.0,4.028571428571429
1951,더파크뷰,4.6,중구, 서울특별시 중구 동호로 249 서울신라호텔 1F,기타, 4만원 이상,2022-07-19,맛있다,161.0,127.0,32.0,2.0,3.514285714285714
1952,주옥,4.6,중구, 서울특별시 중구 소공로 119 더 플라자 3F,한식, 4만원 이상,2022-08-11,맛있다,45.0,39.0,6.0,0.0,3.9866666666666664
1954,시미베,4.6,중구, 서울특별시 중구 퇴계로 386-1,주점, 만원-2만원,2022-08-04,맛있다,17.0,14.0,3.0,0.0,3.7882352941176465
1955,유가,4.6,중구, 서울특별시 중구 퇴계로12길 68,중식, 만원-2만원,2022-05-19,맛있다,17.0,16.0,1.0,0.0,4.329411764705882
1956,황소막창구이,4.6,중구, 서울특별시 중구 을지로3길 49,한식, 만원-2만원,2022-07-12,맛있다,16.0,16.0,0.0,0.0,4.6
1964,도림,4.5,중구, 서울특별시 중구 남대문로 81 롯데호텔서울 본관 37F,중식, 4만원 이상,2021-07-12,맛있다,32.0,29.0,3.0,0.0,4.078125
1966,페스타바이민구,4.5,중구, 서울특별시 중구 장충단로 60,양식, 4만원 이상,2022-05-21,맛있다,14.0,12.0,2.0,0.0,3.857142857142857
1970,아리아께,4.4,중구, 서울특별시 중구 동호로 249 서울신라호텔 2F,일식, 4만원 이상,2022-05-18,괜찮다,49.0,44.0,5.0,0.0,3.9510204081632656
1976,다만프레르,4.4,중구, 서울특별시 중구 세종대로 136 B1 107호,카페/디저트, 만원 미만,2022-06-29,맛있다,92.0,78.0,12.0,2.0,3.539130434782609
1977,주신당,4.4,중구, 서울특별시 중구 퇴계로 411,주점, 만원-2만원,2022-07-17,맛있다,26.0,24.0,1.0,1.0,3.7230769230769236
1978,무학,4.4,중구, 서울특별시 중구 왕십리로 399,한식, 만원-2만원,2022-06-14,맛있다,26.0,23.0,3.0,0.0,3.8923076923076922
1984,무궁화,4.4,중구, 서울특별시 중구 남대문로 81 롯데호텔서울 본관 38F,한식, 4만원 이상,2022-06-23,맛있다,9.0,9.0,0.0,0.0,4.4
1985,어시장전주식당,4.4,중구, 서울특별시 중구 창경궁로 67-13,기타, 만원-2만원,2022-06-21,맛있다,18.0,17.0,1.0,0.0,4.155555555555556
1986,나이스타임2,4.4,중구, 서울특별시 중구 남대문로9길 6,양식, 2만원-3만원,2022-07-22,맛있다,6.0,5.0,1.0,0.0,3.6666666666666665
1987,동강나루터,4.4,중구, 서울특별시 중구 삼일대로12길 13,기타, 만원-2만원,2022-06-23,맛있다,14.0,12.0,2.0,0.0,3.771428571428572
2002,야래향,4.3,중구, 서울특별시 중구 퇴계로10길 14 태공관 1F,중식, 2만원-3만원,2022-07-10,괜찮다,19.0,17.0,2.0,0.0,3.8473684210526313
2006,오트렉,4.3,중구, 서울특별시 중구 퇴계로41길 43 3F,다국적음식, 3만원-4만원,2022-07-04,맛있다,23.0,19.0,4.0,0.0,3.5521739130434784
2010,수와,4.3,중구, 서울특별시 중구 다산로11길 19 백석빌딩 신관 102호,양식, 만원-2만원,2021-06-26,맛있다,17.0,14.0,3.0,0.0,3.541176470588235
2013,을지로양대장,4.3,중구, 서울특별시 중구 수표로 54-1 2F,한식, 만원-2만원,2022-05-26,맛있다,17.0,14.0,3.0,0.0,3.541176470588235
2016,엘까페씨또바,4.3,중구, 서울특별시 중구 동호로11가길 25 1F,카페/디저트, 만원 미만,2022-07-10,맛있다,11.0,11.0,0.0,0.0,4.3
2018,드로우에스프레소바,4.3,중구, 서울특별시 중구 서소문로6길 45 1F,카페/디저트, 만원 미만,2022-07-08,맛있다,11.0,10.0,1.0,0.0,3.909090909090909
2019,세림,4.3,중구, 서울특별시 중구 을지로1길 32-3,한식, 2만원-3만원,2022-04-07,맛있다,6.0,5.0,1.0,0.0,3.5833333333333335
2021,앨리키친,4.3,중구, 서울특별시 중구 퇴계로 304-14,양식, 만원-2만원,2022-01-31,맛있다,11.0,9.0,2.0,0.0,3.5181818181818176
2022,고씨네고추장찌개,4.3,중구, 서울특별시 중구 수표로 26 1F,한식, 만원 미만,2022-04-27,맛있다,5.0,5.0,0.0,0.0,4.3
2023,존라멘,4.3,중구, 서울특별시 중구 퇴계로49길 33 1F,일식, 만원 미만,2022-07-09,맛있다,5.0,5.0,0.0,0.0,4.3
2024,마포쭈꾸미,4.3,중구, 서울특별시 중구 을지로15길 9-1,기타, 만원-2만원,2022-07-11,맛있다,7.0,7.0,0.0,0.0,4.3
2025,황소집,4.3,중구, 서울특별시 중구 충무로2길 2,한식, 2만원-3만원,2022-03-31,맛있다,7.0,7.0,0.0,0.0,4.3
2027,땡초곱창,4.3,중구, 서울특별시 중구 퇴계로87길 54,한식, 만원-2만원,2022-06-20,맛있다,9.0,9.0,0.0,0.0,4.3
2028,우동가조쿠,4.3,중구, 서울특별시 중구 동호로14길 23 2F,일식, 만원 미만,2022-08-07,맛있다,6.0,6.0,0.0,0.0,4.3
2029,호우섬,4.3,중구, 서울특별시 중구 을지로 30 14F,중식, 2만원-3만원,2022-07-02,맛있다,5.0,5.0,0.0,0.0,4.3
2030,대원집,4.3,중구, 서울특별시 중구 을지로3길 30-4,한식, 만원-2만원,2022-07-31,맛있다,5.0,5.0,0.0,0.0,4.3
2031,신동궁감자탕,4.3,중구, 서울특별시 중구 명동9길 43,한식, 만원-2만원,5 일 전,맛있다,6.0,5.0,1.0,0.0,3.5833333333333335
2046,스시 소우카이,4.2,중구, 서울특별시 중구 동호로35길 5 B1,일식, 2만원-3만원,2021-01-21,맛있다,11.0,10.0,1.0,0.0,3.8181818181818183
2057,쓰리도어즈,4.2,중구, 서울특별시 중구 삼일대로12길 21,주점, 2만원-3만원,2022-07-27,괜찮다,23.0,21.0,2.0,0.0,3.8347826086956522
2060,온수반,4.2,중구, 서울특별시 중구 퇴계로34길 16-9,다국적음식, 만원-2만원,2022-06-15,맛있다,18.0,15.0,3.0,0.0,3.5
2064,한가람,4.2,중구, 서울특별시 중구 남대문로5길 25,한식, 만원-2만원,2022-07-21,맛있다,8.0,7.0,1.0,0.0,3.6750000000000003
2065,황성집,4.2,중구, 서울특별시 중구 청파로 447-15,한식, 만원 미만,2022-07-29,괜찮다,14.0,12.0,2.0,0.0,3.6000000000000005
2069,옵튼,4.2,중구, 서울특별시 중구 만리재로 205-1,카페/디저트, 만원 미만,2022-07-20,맛있다,8.0,8.0,0.0,0.0,4.2
2100,에딕티,4.1,중구, 서울특별시 중구 명동4길 15 1F,카페/디저트, 만원 미만,2022-08-01,괜찮다,9.0,8.0,1.0,0.0,3.644444444444444
2102,영덕회식당,4.1,중구, 서울특별시 중구 무교로 32 B1,기타, 만원-2만원,2022-07-13,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995
2103,도마,4.1,중구, 서울특별시 중구 중림로 31 이화빌딩,한식, 2만원-3만원,2022-05-13,맛있다,8.0,8.0,0.0,0.0,4.1
2135,서울케밥,4.8,용산구, 서울특별시 용산구 새창로 181 선인상가 1F 11호,다국적음식, 만원 미만,2 일 전,맛있다,86.0,78.0,5.0,3.0,4.01860465116279
2137,포카치아델라스트라다,4.7,용산구, 서울특별시 용산구 한강대로46길 11,양식, 만원-2만원,2 일 전,괜찮다,52.0,41.0,10.0,1.0,3.5250000000000004
2138,카밀로한남,4.7,용산구, 서울특별시 용산구 한남대로20길 61-5 3F,양식, 2만원-3만원,2022-07-04,괜찮다,34.0,28.0,5.0,1.0,3.5941176470588236
2139,양인환대극진,4.7,용산구, 서울특별시 용산구 한강대로40길 14 1F 104호,양식, 3만원-4만원,21 시간 전,맛있다,11.0,11.0,0.0,0.0,4.7
2140,치즈플로,4.7,용산구, 서울특별시 용산구 이태원로49길 19,양식, 3만원-4만원,2022-08-09,맛있다,49.0,42.0,6.0,1.0,3.836734693877551
2141,시멘트,4.7,용산구, 서울특별시 용산구 대사관로11길 57,양식, 2만원-3만원,2022-07-16,맛있다,21.0,19.0,1.0,1.0,3.8047619047619046
2143,조이스팔라펠,4.7,용산구, 서울특별시 용산구 신흥로15길 18-8 보다서울 1F,다국적음식, 만원-2만원,2022-07-27,맛있다,14.0,14.0,0.0,0.0,4.7
2144,세스타,4.7,용산구, 서울특별시 용산구 한남대로20길 21-18 1F,양식, 3만원-4만원,2022-05-15,맛있다,13.0,13.0,0.0,0.0,4.7
2149,레에스티우,4.6,용산구, 서울특별시 용산구 대사관로20길 5,다국적음식, 만원-2만원,2022-08-05,맛있다,34.0,30.0,3.0,1.0,3.788235294117647
2151,양인환대 정인,4.6,용산구, 서울특별시 용산구 한강대로40길 14 2F 104호,한식, 4만원 이상,2022-07-12,맛있다,7.0,7.0,0.0,0.0,4.6
2152,시칠리,4.6,용산구, 서울특별시 용산구 이태원로55가길 13,양식, 4만원 이상,4 일 전,맛있다,15.0,14.0,0.0,1.0,3.6799999999999997
2153,카카오봄,4.6,용산구, 서울특별시 용산구 한강대로62길 45-11,카페/디저트, 만원 미만,1 시간 전,맛있다,31.0,29.0,1.0,1.0,4.006451612903225
2154,알레즈,4.6,용산구, 서울특별시 용산구 독서당로 89,양식, 4만원 이상,2022-08-03,맛있다,12.0,11.0,1.0,0.0,4.216666666666666
2155,뷔봉,4.6,용산구, 서울특별시 용산구 원효로83길 7-2 B1,다국적음식, 만원-2만원,2022-06-02,맛있다,10.0,9.0,1.0,0.0,4.14
2156,FOURB,4.6,용산구, 서울특별시 용산구 한강대로23길 55 리빙파크 4F,카페/디저트, 만원 미만,2022-08-04,괜찮다,28.0,26.0,2.0,0.0,4.271428571428571
2157,뮤땅,4.6,용산구, 서울특별시 용산구 대사관로12길 4-2 2F,다국적음식, 3만원-4만원,2022-04-24,맛있다,12.0,11.0,1.0,0.0,4.216666666666666
2158,라따뚜이인서울,4.6,용산구, 서울특별시 용산구 청파로 270-2 1F,다국적음식, 3만원-4만원,2022-04-28,맛있다,8.0,8.0,0.0,0.0,4.6
