,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점,위도,경도,인접역,인접역까지의거리
376,인생의하이라이트,4.2,용산구, 서울특별시 용산구 이촌로77길 19 이촌종합상가,주점, 만원-2만원,2022-07-15,맛있다,6.0,6.0,0.0,0.0,4.2,0.0,0.0,김포공항,13159.99640958085
377,백경식당,4.2,용산구, 서울특별시 용산구 한강대로54길 20,한식, 만원 미만,2022-06-15,맛있다,4.0,4.0,0.0,0.0,4.2,37.5325642,126.9726141,이촌,0.9343174991621135
378,디핀옥수,4.8,성동구, 서울특별시 성동구 독서당로 194 B1,양식, 2만원-3만원,2022-08-09,맛있다,29.0,26.0,2.0,1.0,3.972413793103448,37.5477024,127.0207921,옥수,0.46710482173155404
379,미오도쿄다이닝,4.8,성동구, 서울특별시 성동구 연무장5가길 7 현대테라스타워 117호,일식, 만원-2만원,2022-08-09,괜찮다,46.0,42.0,4.0,0.0,4.3826086956521735,37.5430555,127.0551575,성수,0.22960433635406385
380,쿠나,4.7,성동구, 서울특별시 성동구 연무장5길 9-16 105호,양식, 만원-2만원,2022-06-27,맛있다,51.0,45.0,4.0,2.0,3.77843137254902,37.5440446,127.0528161,성수,0.36400100265524366
381,프롤라,4.6,성동구, 서울특별시 성동구 연무장17길 5 1F,카페/디저트, 만원 미만,3 일 전,맛있다,37.0,32.0,5.0,0.0,3.978378378378378,37.5422567,127.0616048,성수,0.4910467130398388
382,로우커피스탠드,4.6,성동구, 서울특별시 성동구 왕십리로4길 28-2 1F,카페/디저트, 만원 미만,2022-07-13,맛있다,81.0,70.0,9.0,2.0,3.748148148148148,37.546296,127.0461849,성수,0.961975811717132
383,돈까스전원,4.6,성동구, 서울특별시 성동구 왕십리로24길 13,일식, 만원-2만원,2022-07-06,맛있다,31.0,26.0,4.0,1.0,3.561290322580645,37.5642632,127.0343172,왕십리,0.38478797726620206
384,지우관,4.6,성동구, 서울특별시 성동구 뚝섬로9길 16,중식, 만원-2만원,3 일 전,맛있다,8.0,8.0,0.0,0.0,4.6,37.5383028,127.0569882,성수,0.700377185803521
385,발렁스,4.5,성동구, 서울특별시 성동구 성수일로4길 49-1,카페/디저트, 만원 미만,6 일 전,맛있다,49.0,43.0,6.0,0.0,3.948979591836735,37.5420705,127.0536332,성수,0.40168174213985997
386,가조쿠,4.5,성동구, 서울특별시 성동구 연무장길 31-2 1F,일식, 만원 미만,2022-07-30,맛있다,39.0,32.0,7.0,0.0,3.692307692307693,37.5411948,127.0594637,성수,0.44175470452381577
387,성수 수집,4.5,성동구, 서울특별시 성동구 성수일로1길 10 1F,일식, 4만원 이상,2022-06-04,맛있다,6.0,5.0,1.0,0.0,3.75,37.541831,127.0477419,성수,0.8629216319126909
388,인덕상점,4.5,성동구, 서울특별시 성동구 매봉길 2 2F,일식, 3만원-4만원,3 시간 전,괜찮다,5.0,4.0,1.0,0.0,3.6,37.5464723,127.013359,옥수,0.4557186538672551
389,SUSHI702,4.5,성동구, 서울특별시 성동구 매봉길 20 1F 1호,일식, 2만원-3만원,2021-11-23,맛있다,4.0,4.0,0.0,0.0,4.5,37.5464723,127.013359,옥수,0.4557186538672551
390,오스테리아 파로,4.5,성동구, 서울특별시 성동구 서울숲6길 20,양식, 2만원-3만원,2022-04-13,맛있다,4.0,4.0,0.0,0.0,4.5,37.547576,127.0431547,성수,1.2548626196270398
391,마테오견문록,4.4,성동구, 서울특별시 성동구 금호로 17,양식, 2만원-3만원,2022-06-19,맛있다,30.0,26.0,4.0,0.0,3.8133333333333335,37.5451699,127.0245086,옥수,0.8959717099844136
392,당도,4.4,성동구, 서울특별시 성동구 왕십리로 80 2F,카페/디저트, 만원 미만,2022-07-09,맛있다,49.0,41.0,8.0,0.0,3.6816326530612247,37.549734,127.0441677,성수,1.2580754679030013
393,높은산,4.4,성동구, 서울특별시 성동구 성수이로 18-1,카페/디저트, 만원 미만,2022-07-30,맛있다,15.0,15.0,0.0,0.0,4.4,37.542162,127.0562487,성수,0.27693002365096914
394,마리오네,4.4,성동구, 서울특별시 성동구 성수이로12길 15 1F,양식, 만원-2만원,2022-04-29,맛있다,7.0,7.0,0.0,0.0,4.4,37.5399318,127.0558635,성수,0.5269301375816982
395,먼치스앤구디스,4.4,성동구, 서울특별시 성동구 연무장길 33 1F,카페/디저트, 만원 미만,2022-06-06,맛있다,8.0,8.0,0.0,0.0,4.4,37.5411948,127.0594637,성수,0.44175470452381577
396,성수베이킹스튜디오,4.3,성동구, 서울특별시 성동구 서울숲2길 46 B1,카페/디저트, 만원 미만,2022-07-25,괜찮다,28.0,23.0,5.0,0.0,3.532142857142857,37.5466768,127.042247,성수,1.3109856490022678
397,포지티브 서울숲,4.3,성동구, 서울특별시 성동구 서울숲2길 45,카페/디저트, 만원 미만,1 일 전,맛있다,18.0,16.0,2.0,0.0,3.822222222222222,37.5466768,127.042247,성수,1.3109856490022678
398,패딩턴,4.3,성동구, 서울특별시 성동구 독서당로 317-2,주점, 2만원-3만원,2022-01-10,괜찮다,10.0,9.0,1.0,0.0,3.87,37.5477024,127.0207921,옥수,0.46710482173155404
399,더즌오이스터,4.3,성동구, 서울특별시 성동구 서울숲4길 12-7,양식, 2만원-3만원,2022-04-29,맛있다,10.0,9.0,1.0,0.0,3.87,37.5470545,127.0424257,성수,1.3036153855466772
400,투그,4.3,성동구, 서울특별시 성동구 성수이로14길 5 1F,양식, 만원 미만,2022-07-09,맛있다,6.0,6.0,0.0,0.0,4.3,37.5412325,127.0566074,성수,0.3753465911432022
401,시옹마오,4.3,성동구, 서울특별시 성동구 연무장7길 7-1 3F,다국적음식, 만원 미만,1 일 전,맛있다,9.0,8.0,1.0,0.0,3.822222222222222,37.54353,127.054599,성수,0.2340715181009689
402,기미사,4.3,성동구, 서울특별시 성동구 성수이로26길 47 B1-1F,카페/디저트, 만원 미만,2022-04-16,맛있다,8.0,7.0,1.0,0.0,3.7625,37.545291,127.0614099,성수,0.40627175132709914
403,금호모소리,4.3,성동구, 서울특별시 성동구 장터길 32 1F,한식, 만원-2만원,2022-04-26,맛있다,5.0,5.0,0.0,0.0,4.3,37.5483314,127.0162325,옥수,0.170926961294801
404,눈꽃돼지,4.3,성동구, 서울특별시 성동구 왕십리로8길 17-4,한식, 만원-2만원,2022-07-17,맛있다,4.0,4.0,0.0,0.0,4.3,37.5463983,127.0456597,성수,1.0096119529499703
405,스트로베리32,4.3,성동구, 서울특별시 성동구 왕십리로10길 9-31 2F,카페/디저트, 2만원-3만원,2022-07-13,맛있다,4.0,4.0,0.0,0.0,4.3,37.5473031,127.0449258,성수,1.0963082339468613
406,먹거리돌소곱창,4.3,성동구, 서울특별시 성동구 장터길 30,한식,0,2022-06-28,맛있다,6.0,6.0,0.0,0.0,4.3,37.5483314,127.0162325,옥수,0.170926961294801
407,김경자원조손칼국수보쌈,4.3,성동구, 서울특별시 성동구 금호산2길 20-1,한식, 만원 미만,2022-04-20,맛있다,4.0,4.0,0.0,0.0,4.3,37.5490248,127.023133,옥수,0.6137955782258383
408,포포민즈낫띵,4.2,성동구, 서울특별시 성동구 왕십리로10길 8 1F,카페/디저트, 만원 미만,2022-08-11,맛있다,17.0,15.0,2.0,0.0,3.7058823529411766,37.5473031,127.0449258,성수,1.0963082339468613
409,테이퍼드커피,4.2,성동구, 서울특별시 성동구 독서당로 216 1F,카페/디저트, 만원 미만,2022-06-10,맛있다,14.0,12.0,2.0,0.0,3.6000000000000005,37.5477024,127.0207921,옥수,0.46710482173155404
410,롸카두들내쉬빌핫치킨,4.2,성동구, 서울특별시 성동구 성수일로4길 25 108호,양식, 만원 미만,2022-07-02,맛있다,8.0,7.0,1.0,0.0,3.675,37.5420705,127.0536332,성수,0.40168174213985997
411,파티세리후르츠,4.2,성동구, 서울특별시 성동구 아차산로5길 37-1 1F,카페/디저트, 만원 미만,2022-06-08,맛있다,5.0,5.0,0.0,0.0,4.2,37.5472982,127.0525683,성수,0.48453139560499253
412,센서리커피로스터스,4.2,성동구, 서울특별시 성동구 독서당로 315-13 1F,카페/디저트, 만원 미만,2022-08-09,맛있다,5.0,5.0,0.0,0.0,4.2,37.5477024,127.0207921,옥수,0.46710482173155404
413,이월로스터스,4.2,성동구, 서울특별시 성동구 서울숲2길 46,카페/디저트, 만원 미만,2022-06-06,맛있다,9.0,8.0,1.0,0.0,3.733333333333333,37.5466768,127.042247,성수,1.3109856490022678
414,다운타우너,4.2,성동구, 서울특별시 성동구 연무장3길 9,양식, 만원 미만,2022-07-15,맛있다,6.0,6.0,0.0,0.0,4.2,37.5449278,127.0517973,성수,0.44999644010423673
415,고공,4.2,성동구, 서울특별시 성동구 왕십리로8길 10,한식, 2만원-3만원,2022-06-30,맛있다,8.0,7.0,1.0,0.0,3.675,37.5463983,127.0456597,성수,1.0096119529499703
416,디플랫,4.2,성동구, 서울특별시 성동구 연무장길 90 1F,카페/디저트, 만원 미만,2022-07-31,맛있다,4.0,4.0,0.0,0.0,4.2,37.5411948,127.0594637,성수,0.44175470452381577
417,모찌모찌브래드,4.1,성동구, 서울특별시 성동구 한림말3길 14,카페/디저트, 만원 미만,2022-04-19,맛있다,18.0,16.0,2.0,0.0,3.644444444444444,37.5424154,127.0158758,옥수,0.8294128681094979
418,만나떡볶이,4.1,성동구, 서울특별시 성동구 왕십리로24길 27,한식, 만원 미만,2022-06-12,맛있다,9.0,8.0,1.0,0.0,3.644444444444444,37.5642632,127.0343172,왕십리,0.38478797726620206
419,만두전빵,4.1,성동구, 서울특별시 성동구 행당로15길 2,한식, 만원 미만,2021-11-20,맛있다,28.0,26.0,2.0,0.0,3.807142857142857,37.5595893,127.0307231,왕십리,0.5229136406263113
420,전풍호텔라운지,4.1,성동구, 서울특별시 성동구 무학봉28길 7 전풍호텔라운지 1F,양식, 만원-2만원,2022-08-10,맛있다,11.0,10.0,1.0,0.0,3.727272727272727,37.5608415,127.0342735,왕십리,0.18301264449903973
421,라프레플루트,4.1,성동구, 서울특별시 성동구 서울숲2길 8-8 2F,카페/디저트, 만원 미만,2022-07-17,맛있다,6.0,6.0,0.0,0.0,4.1,37.5466768,127.042247,성수,1.3109856490022678
422,메종파이프그라운드,4.1,성동구, 서울특별시 성동구 왕십리로 83-21 B124-5호,카페/디저트, 만원 미만,2022-04-02,맛있다,7.0,6.0,1.0,0.0,3.514285714285714,37.5441363,127.0441508,성수,1.1238664707966255
423,정돈,4.1,성동구, 서울특별시 성동구 왕십리로 83-21 B1,일식, 만원-2만원,2022-06-30,맛있다,5.0,5.0,0.0,0.0,4.1,37.5441363,127.0441508,성수,1.1238664707966255
424,에이투비,4.0,성동구, 서울특별시 성동구 아차산로11길 3 2F,카페/디저트, 만원 미만,2022-05-21,맛있다,9.0,8.0,1.0,0.0,3.555555555555556,37.5457316,127.059965,성수,0.2992625060104239
425,OUDO,4.0,성동구, 서울특별시 성동구 성수일로 55 106호,카페/디저트, 만원 미만,1 일 전,맛있다,8.0,7.0,1.0,0.0,3.5,37.5477939,127.0509235,성수,0.6342429756550045
426,주052,4.0,성동구, 서울특별시 성동구 고산자로14길 26,주점, 2만원-3만원,2022-06-15,맛있다,11.0,10.0,1.0,0.0,3.636363636363636,37.5625015,127.0375303,왕십리,0.18217898398925517
427,멕시칼리,4.6,광진구, 서울특별시 광진구 능동로36길 181,다국적음식, 만원 미만,6 일 전,맛있다,30.0,27.0,3.0,0.0,4.14,37.5565026,127.0790563,군자,0.0803238003146947
428,뚝방길 홍차가게,4.5,광진구, 서울특별시 광진구 자양강변길 277,카페/디저트, 만원 미만,2022-07-13,맛있다,66.0,59.0,5.0,2.0,3.75,37.5317475,127.0668818,건대입구,1.0181888036998086
429,시홍쓰,4.5,광진구, 서울특별시 광진구 능동로17길 5 1F,중식, 만원 미만,2022-07-15,맛있다,15.0,14.0,1.0,0.0,4.2,37.5471214,127.0705407,건대입구,0.721491579574329
430,얼땅쟈,4.5,광진구, 서울특별시 광진구 동일로18길 68,중식, 만원-2만원,2022-08-10,맛있다,12.0,11.0,1.0,0.0,4.125,37.5390686,127.0661496,건대입구,0.3132486365780409
431,플록,4.4,광진구, 서울특별시 광진구 자양로19길 8 광석빌딩 1F,다국적음식, 만원-2만원,2022-06-05,맛있다,15.0,14.0,1.0,0.0,4.106666666666667,37.5384403,127.0813388,건대입구,1.117664992646435
432,이화만두,4.4,광진구, 서울특별시 광진구 능동로 278-1,한식, 만원 미만,2022-07-30,맛있다,9.0,9.0,0.0,0.0,4.4,37.5529046,127.0772581,군자,0.5042584572446912
433,남한강민물매운탕,4.4,광진구, 서울특별시 광진구 동일로 150,기타, 만원-2만원,2022-06-29,맛있다,14.0,14.0,0.0,0.0,4.4,37.5608713,127.0746122,군자,0.6229709950817163
434,환이네갈비살 (휴업중),4.4,광진구, 서울특별시 광진구 동일로24길 70,한식, 만원-2만원,2022-05-31,맛있다,15.0,13.0,2.0,0.0,3.8133333333333335,37.5436173,127.0679418,건대입구,0.3323735761518723
435,드로잉레시피,4.4,광진구, 서울특별시 광진구 뚝섬로33길 45 상석빌딩,양식, 만원-2만원,2022-06-20,맛있다,9.0,9.0,0.0,0.0,4.4,37.5364687,127.0700048,건대입구,0.4840683582524018
436,로이베이커리카페,4.3,광진구, 서울특별시 광진구 능동로 36 1F,카페/디저트, 만원 미만,2022-08-03,맛있다,17.0,17.0,0.0,0.0,4.3,37.5529046,127.0772581,군자,0.5042584572446912
437,폽타이,4.3,광진구, 서울특별시 광진구 자양번영로6길 60 1F,다국적음식, 만원-2만원,2022-06-17,맛있다,8.0,8.0,0.0,0.0,4.3,37.5320101,127.0774872,건대입구,1.2263863851095962
438,선장훅,4.3,광진구, 서울특별시 광진구 동일로24길 38-1 1F,기타, 3만원-4만원,2022-01-29,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855,37.5436173,127.0679418,건대입구,0.3323735761518723
439,초라멘,4.2,광진구, 서울특별시 광진구 능동로13길 80 1F,일식, 만원 미만,2022-04-13,맛있다,20.0,17.0,3.0,0.0,3.5700000000000003,37.5453898,127.0681171,건대입구,0.5219235896696531
440,미주류,4.2,광진구, 서울특별시 광진구 면목로 31,주점, 만원-2만원,2022-05-08,맛있다,7.0,7.0,0.0,0.0,4.2,37.5588288,127.0773851,군자,0.2893956228749947
441,Daughter,4.2,광진구, 서울특별시 광진구 아차산로31길 40,카페/디저트, 만원 미만,2022-08-08,맛있다,13.0,12.0,1.0,0.0,3.876923076923077,37.5425138,127.0700139,건대입구,0.2156181698052245
442,최가커피회관,4.2,광진구, 서울특별시 광진구 능동로13길 30 B1,카페/디저트, 만원 미만,2022-06-19,맛있다,7.0,7.0,0.0,0.0,4.2,37.5453898,127.0681171,건대입구,0.5219235896696531
443,스미다,4.1,광진구, 서울특별시 광진구 천호대로109길 18 1F,카페/디저트, 만원 미만,4 일 전,괜찮다,17.0,15.0,2.0,0.0,3.617647058823529,37.5575651,127.08128275,군자,0.15156386264337168
444,알고,4.1,광진구, 서울특별시 광진구 광나루로17길 10 2F,주점, 만원-2만원,2022-06-28,맛있다,13.0,12.0,1.0,0.0,3.784615384615385,37.5487444,127.0732413,건대입구,0.9644684202695486
445,민정식당,4.1,광진구, 서울특별시 광진구 아차산로42길 41-4 1F,한식, 만원-2만원,2022-07-19,맛있다,18.0,16.0,2.0,0.0,3.644444444444444,37.5361166,127.0788553,건대입구,1.0100325948029052
446,델비노,4.0,광진구, 서울특별시 광진구 워커힐로 177 비스타 워커힐 1F,양식, 3만원-4만원,2 일 전,괜찮다,8.0,7.0,1.0,0.0,3.5,37.5543623,127.1112212,강동,1.7164613147513075
447,포크포크,4.0,광진구, 서울특별시 광진구 동일로22길 117-16 1F,한식, 만원 미만,2022-08-03,맛있다,9.0,8.0,1.0,0.0,3.555555555555556,37.5419143,127.0680063,건대입구,0.1565123455253498
448,김돈이,3.9,광진구, 서울특별시 광진구 아차산로 397,한식, 만원-2만원,2022-06-13,맛있다,6.0,6.0,0.0,0.0,3.9,37.5461477,127.105331,천호,1.7995388751159305
449,대성반점,4.6,강동구, 서울특별시 강동구 천중로15길 37,중식, 만원 미만,2022-07-30,맛있다,6.0,6.0,0.0,0.0,4.6,37.5462354,127.1283914,강동,0.347495668863971
450,등갈비달인,4.6,강동구, 서울특별시 강동구 천호대로158길 25 1F,한식, 만원-2만원,2022-07-31,맛있다,8.0,8.0,0.0,0.0,4.6,37.5364954,127.1266002,천호,0.36762877896608936
451,신흥정육식당,4.4,강동구, 서울특별시 강동구 양재대로89길 16,한식, 2만원-3만원,2022-06-05,맛있다,11.0,10.0,1.0,0.0,4.0,37.5273921,127.1324983,천호,1.4830403431149692
452,짜장면 (휴업중),4.3,강동구, 서울특별시 강동구 진황도로 127 103호,중식, 만원 미만,2022-07-17,맛있다,4.0,4.0,0.0,0.0,4.3,37.5317589,127.1419176,천호,1.8024070697187633
453,고모네원조콩탕북어탕,4.3,강동구, 서울특별시 강동구 풍성로57길 13,기타, 만원-2만원,2022-08-07,맛있다,8.0,7.0,1.0,0.0,3.7625,37.5296673,127.1359019,천호,1.4848789202300638
454,우리동네막국수국밥,4.3,강동구, 서울특별시 강동구 상암로4길 9 1F,한식, 만원 미만,2022-05-28,맛있다,7.0,7.0,0.0,0.0,4.3,37.5471983,127.1252971,강동,0.35765488882861646
455,영화정해장국,4.3,강동구, 서울특별시 강동구 진황도로43길 9 1F,한식, 만원 미만,2022-06-15,맛있다,11.0,11.0,0.0,0.0,4.3,37.5365792,127.1383277,천호,1.3363523554014796
456,대팔이네,4.3,강동구, 서울특별시 강동구 구천면로24길 20-9 1F,한식, 만원-2만원,2022-07-15,맛있다,7.0,7.0,0.0,0.0,4.3,37.5397902,127.1259464,천호,0.26133984625709106
457,꿀꿀진순대국,4.3,강동구, 서울특별시 강동구 양재대로103길 70,한식, 만원 미만,2022-07-13,맛있다,4.0,4.0,0.0,0.0,4.3,37.5335625,127.1352089,천호,1.1834462108110892
458,캄포,4.2,강동구, 서울특별시 강동구 양재대로128길 41 1F,양식, 2만원-3만원,2022-05-09,맛있다,8.0,7.0,1.0,0.0,3.675,37.5444639,127.145278,강동,1.7317095476216728
459,푸지미곱창,4.2,강동구, 서울특별시 강동구 천호옛14길 23,한식, 만원 미만,2022-06-07,맛있다,18.0,15.0,3.0,0.0,3.5,37.5365436,127.1269902,천호,0.3915710808393252
460,천호누룽지통닭구이,4.1,강동구, 서울특별시 강동구 천호옛14길 35 1F,한식, 만원-2만원,2022-06-28,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995,37.5365436,127.1269902,천호,0.3915710808393252
461,백년화편,4.1,강동구, 서울특별시 강동구 양재대로81길 18 1F,카페/디저트, 만원 미만,2021-11-21,맛있다,16.0,14.0,2.0,0.0,3.5874999999999995,37.523526,127.1317008,올림픽공원,1.5651381369025295
462,반피셋,4.0,강동구, 서울특별시 강동구 양재대로 1500 105호,다국적음식, 만원-2만원,2022-04-17,맛있다,14.0,13.0,1.0,0.0,3.7142857142857135,37.5278376,127.1362641,천호,1.649882086605816
463,느린토끼,4.5,강동구, 서울특별시 강동구 천호대로168가길 29,카페/디저트, 만원 미만,2019-08-27,맛있다,7.0,7.0,0.0,0.0,4.5,37.5354724,127.1289862,천호,0.6040242689835128
464,오향가,4.7,송파구,서울특별시 송파구 송이로 106,중식, 만원-2만원,2022-08-10,맛있다,116.0,100.0,11.0,5.0,3.646551724137932,37.5002912,127.1187956,오금,0.8507835836131998
465,돌마리유황오리,4.7,송파구,서울특별시 송파구 가락로 66,한식,0,2022-08-11,맛있다,20.0,19.0,1.0,0.0,4.465,37.502052,127.1103018,석촌,0.6158006602062795
466,레브어,4.7,송파구,서울특별시 송파구 백제고분로45길 6 1F,다국적음식, 2만원-3만원,2022-03-23,맛있다,14.0,14.0,0.0,0.0,4.7,0.0,0.0,김포공항,13159.99640958085
467,세이류,4.6,송파구,서울특별시 송파구 올림픽로35가길 9 B1 B35호,일식, 4만원 이상,3 일 전,괜찮다,27.0,26.0,1.0,0.0,4.42962962962963,37.5167037,127.1032995,잠실,0.5296086747026134
468,하얼빈양꼬치,4.6,송파구,서울특별시 송파구 백제고분로17길 45 1F,중식, 만원-2만원,2022-08-09,맛있다,43.0,37.0,5.0,1.0,3.744186046511628,37.5070824,127.0857318,잠실,1.3799655760633749
469,콰이어트 크림티,4.5,송파구,서울특별시 송파구 삼전로12길 7,카페/디저트, 만원 미만,2022-07-27,괜찮다,56.0,48.0,6.0,2.0,3.5357142857142856,37.5069676,127.0910786,잠실,1.0012168799293222
470,라미아파밀리아,4.5,송파구,서울특별시 송파구 백제고분로18길 5,양식, 3만원-4만원,2022-05-23,맛있다,20.0,18.0,2.0,0.0,4.05,37.5032917,127.0842407,종합운동장,1.5384924697838847
471,그곁,4.5,송파구,서울특별시 송파구 오금로18길 14 1F,주점, 2만원-3만원,2022-06-06,맛있다,11.0,11.0,0.0,0.0,4.5,37.5103934,127.1104527,석촌,0.9763537916049052
472,이치고,4.5,송파구,서울특별시 송파구 백제고분로11길 6-7 1F,주점, 2만원-3만원,2022-06-12,맛있다,7.0,7.0,0.0,0.0,4.5,0.0,0.0,김포공항,13159.99640958085
473,한아람정육식당,4.4,송파구,서울특별시 송파구 위례성대로 34 지산빌딩 2F,한식, 3만원-4만원,2022-05-07,맛있다,47.0,41.0,5.0,1.0,3.651063829787234,0.0,0.0,김포공항,13159.99640958085
474,뷰클런즈,4.4,송파구,서울특별시 송파구 백제고분로43길 10,카페/디저트, 만원 미만,2022-08-03,맛있다,48.0,39.0,9.0,0.0,3.5750000000000006,37.5089901,127.1084214,석촌,0.7439940434442918
475,부일갈매기,4.4,송파구,서울특별시 송파구 삼전로13길 4,한식, 만원-2만원,2022-06-07,맛있다,28.0,26.0,2.0,0.0,4.085714285714286,37.5078346,127.0851149,잠실,1.3910334778702227
476,비채나,4.4,송파구,서울특별시 송파구 올림픽로 300 롯데월드타워 81F,한식, 4만원 이상,2022-07-11,맛있다,15.0,12.0,3.0,0.0,3.5200000000000005,0.0,0.0,김포공항,13159.99640958085
477,스시다원,4.4,송파구,서울특별시 송파구 삼전로12길 6 1F,일식, 4만원 이상,2022-05-12,맛있다,15.0,14.0,0.0,1.0,3.5200000000000005,0.0,0.0,김포공항,13159.99640958085
478,밀각,4.4,송파구,서울특별시 송파구 송파대로28길 27 성원쌍떼빌101동 116호,한식, 2만원-3만원,2022-07-16,맛있다,22.0,21.0,1.0,0.0,4.2,0.0,0.0,김포공항,13159.99640958085
479,선호커피로스터스,4.4,송파구,서울특별시 송파구 송이로2길 4 1F,카페/디저트, 만원 미만,2022-06-26,맛있다,7.0,7.0,0.0,0.0,4.4,37.5028769,127.1134528,석촌,0.8747205890399379
480,라뿔,4.4,송파구,서울특별시 송파구 백제고분로43길 7,카페/디저트, 만원 미만,2022-07-23,맛있다,18.0,17.0,1.0,0.0,4.155555555555556,37.5089901,127.1084214,석촌,0.7439940434442918
481,네기우나기야,4.4,송파구,서울특별시 송파구 잠실로 209 소피텔앰배서더 2F,기타, 2만원-3만원,2022-06-10,맛있다,10.0,9.0,1.0,0.0,3.96,0.0,0.0,김포공항,13159.99640958085
482,생생아구,4.4,송파구,서울특별시 송파구 백제고분로7길 8-37,기타, 3만원-4만원,2022-05-22,맛있다,8.0,7.0,1.0,0.0,3.850000000000001,37.5099232,127.0838851,잠실,1.416227619822058
483,마초야,4.4,송파구,서울특별시 송파구 백제고분로40길 24 1F,일식, 만원 미만,2022-07-27,맛있다,12.0,11.0,1.0,0.0,4.033333333333334,37.5036829,127.1049826,석촌,0.1259935614962391
484,미강식당,4.4,송파구,서울특별시 송파구 백제고분로 122,한식, 만원-2만원,2022-07-18,맛있다,9.0,9.0,0.0,0.0,4.4,37.5052873,127.1073082,석촌,0.38406260630672145
485,토마루해물칼국수,4.4,송파구,서울특별시 송파구 백제고분로15길 6,한식, 만원 미만,2022-07-31,맛있다,6.0,6.0,0.0,0.0,4.4,37.5074415,127.0846105,잠실,1.4498501952543947
486,탄포포,4.4,송파구,서울특별시 송파구 백제고분로7길 52-19 1F,일식, 3만원-4만원,2022-06-19,맛있다,5.0,5.0,0.0,0.0,4.4,0.0,0.0,김포공항,13159.99640958085
487,옥돌현옥,4.3,송파구,서울특별시 송파구 오금로36길 26-1,한식, 만원-2만원,2022-07-15,맛있다,57.0,50.0,7.0,0.0,3.771929824561404,37.5029866,127.1257517,오금,0.20614747781599882
488,신양로스터스,4.3,송파구,서울특별시 송파구 오금로18길 3,카페/디저트, 만원 미만,2022-05-19,괜찮다,35.0,32.0,3.0,0.0,3.931428571428571,37.5103934,127.1104527,석촌,0.9763537916049052
489,동락,4.3,송파구,서울특별시 송파구 중대로23길 20,한식, 만원-2만원,2022-08-10,맛있다,14.0,13.0,1.0,0.0,3.992857142857143,37.50274295,127.1257910472248,오금,0.19777613801850383
490,브로버거,4.3,송파구,서울특별시 송파구 위례성대로20길 22 정남빌딩 1F,양식, 만원 미만,2 일 전,맛있다,27.0,24.0,2.0,1.0,3.5037037037037035,0.0,0.0,김포공항,13159.99640958085
491,오징어세상,4.3,송파구,서울특별시 송파구 백제고분로9길 42 1F,기타, 만원-2만원,3 일 전,맛있다,27.0,23.0,4.0,0.0,3.6629629629629625,0.0,0.0,김포공항,13159.99640958085
492,코끼리 the salad cafe,4.3,송파구,서울특별시 송파구 송파대로37길 92 1F,양식, 만원 미만,2022-04-18,맛있다,11.0,10.0,1.0,0.0,3.909090909090909,0.0,0.0,김포공항,13159.99640958085
493,잠수교집,4.3,송파구,서울특별시 송파구 송파대로49길 51 1F,한식, 만원-2만원,2022-07-12,맛있다,17.0,16.0,1.0,0.0,4.047058823529412,0.0,0.0,김포공항,13159.99640958085
494,원조마포소금구이,4.3,송파구,서울특별시 송파구 오금로11길 34,한식, 만원-2만원,2022-07-16,맛있다,10.0,9.0,1.0,0.0,3.87,37.5153811,127.1109392,잠실,1.0459682492506992
495,용기수산,4.3,송파구,서울특별시 송파구 양재대로 932,기타, 3만원-4만원,2022-01-29,맛있다,12.0,10.0,2.0,0.0,3.583333333333333,37.4964535,127.1134771,종합운동장,1.1509101308445242
496,위커파크 웨스트,4.3,송파구,서울특별시 송파구 석촌호수로 230 상가 101호,양식, 만원-2만원,2022-08-06,맛있다,5.0,5.0,0.0,0.0,4.3,0.0,0.0,김포공항,13159.99640958085
497,온수반,4.3,송파구,서울특별시 송파구 백제고분로 469 1F,한식, 만원-2만원,2022-05-23,맛있다,4.0,4.0,0.0,0.0,4.3,0.0,0.0,김포공항,13159.99640958085
498,오키나와블루 (휴업중),4.2,송파구,서울특별시 송파구 오금로17길 7,양식, 만원 미만,2022-02-11,맛있다,19.0,18.0,0.0,1.0,3.5368421052631582,37.5123539,127.1121547,잠실,1.1231625621987276
499,해주찹쌀순대,4.2,송파구,서울특별시 송파구 올림픽로12길 28,한식, 만원 미만,2022-06-01,맛있다,15.0,13.0,2.0,0.0,3.64,37.5072318,127.0844783,잠실,1.4704929810587102
500,자몽하다,4.2,송파구,서울특별시 송파구 백제고분로 438,카페/디저트, 만원 미만,2021-12-26,맛있다,7.0,7.0,0.0,0.0,4.2,37.5052873,127.1073082,석촌,0.38406260630672145
501,그릴210버거 (휴업중),4.2,송파구,서울특별시 송파구 백제고분로 393 황제빌딩 1F,양식, 만원 미만,2022-02-03,맛있다,8.0,7.0,1.0,0.0,3.675,0.0,0.0,김포공항,13159.99640958085
502,현차이나,4.2,송파구,서울특별시 송파구 백제고분로48길 8,중식, 만원-2만원,2022-04-14,맛있다,7.0,6.0,1.0,0.0,3.6000000000000005,37.5110368,127.1154926,올림픽공원,0.9122181975153096
