,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
3712,란주탕슉,4.0,서대문구, 서울특별시 서대문구 이화여대2가길 18,중식, 만원 미만,2022-05-25,맛있다,255,167.0,48.0,40.0
3713,정육면체,4.0,서대문구, 서울특별시 서대문구 연세로5다길 22-8 1F,중식, 만원 미만,4 일 전,괜찮다,173,122.0,44.0,7.0
3714,부탄츄,4.0,서대문구, 서울특별시 서대문구 연세로5길 26-9,일식, 만원 미만,2022-08-03,맛있다,238,145.0,67.0,26.0
3715,호밀밭,4.0,서대문구, 서울특별시 서대문구 신촌역로 43,카페/디저트, 만원 미만,2022-08-06,맛있다,265,192.0,63.0,10.0
3716,독수리다방,4.0,서대문구, 서울특별시 서대문구 연세로 36 독수리빌딩 8F,카페/디저트, 만원 미만,2022-05-12,별로,144,102.0,37.0,5.0
3717,초코블로썸,4.0,서대문구, 서울특별시 서대문구 명물길 50-4,카페/디저트, 만원 미만,2021-11-28,괜찮다,128,93.0,31.0,4.0
3718,마더린러베이글,4.0,서대문구, 서울특별시 서대문구 이화여대5길 5 1F,카페/디저트, 만원 미만,2022-04-16,맛있다,92,64.0,23.0,5.0
3719,가마마루이라멘,4.0,서대문구, 서울특별시 서대문구 성산로22길 4,일식, 만원 미만,2022-05-27,맛있다,174,114.0,44.0,16.0
3720,공복식당,4.0,서대문구, 서울특별시 서대문구 연세로12길 23 1F,한식, 만원-2만원,2022-06-29,맛있다,97,55.0,32.0,10.0
3721,조선의육개장,4.0,서대문구, 서울특별시 서대문구 연세로5나길 20,한식, 만원 미만,2022-03-10,맛있다,145,96.0,38.0,11.0
3722,삭,4.0,서대문구, 서울특별시 서대문구 이화여대3길 12,한식, 만원 미만,9 시간 전,맛있다,145,99.0,30.0,16.0
3724,키친31,4.0,서대문구, 서울특별시 서대문구 연세로4길 52 1F,주점, 만원-2만원,2021-12-19,맛있다,30,22.0,6.0,2.0
3725,컨시어지 커피,4.0,서대문구, 서울특별시 서대문구 증가로 1,카페/디저트, 만원 미만,2022-02-17,맛있다,38,32.0,6.0,0.0
3726,타코몽,4.0,서대문구, 서울특별시 서대문구 신촌로 49,일식, 만원 미만,2022-06-29,맛있다,59,43.0,12.0,4.0
3727,고래파스타,4.0,서대문구, 서울특별시 서대문구 연세로7안길 10-3 2F,양식, 만원-2만원,2022-04-05,맛있다,46,39.0,6.0,1.0
3728,편의방,4.0,서대문구, 서울특별시 서대문구 연희로 36,중식, 만원 미만,2021-11-09,맛있다,43,33.0,8.0,2.0
